epoch:0, train_loss:0.004209736406259564, vali_loss:0.0035914152735307243
epoch:1, train_loss:0.003929704641557586, vali_loss:0.003591379567045353
epoch:2, train_loss:0.003929705359142629, vali_loss:0.0035946131005076087
epoch:3, train_loss:0.003929706166653635, vali_loss:0.003595087612766837
epoch:4, train_loss:0.003929705636842376, vali_loss:0.0035945886433652167
epoch:5, train_loss:0.003929668789643587, vali_loss:0.0035928913375797566
epoch:6, train_loss:0.003929704159733548, vali_loss:0.0035956242830373995
epoch:7, train_loss:0.0039293624265711235, vali_loss:0.0035952770192338923
epoch:8, train_loss:0.0039296934900584285, vali_loss:0.0035900347120667595
epoch:9, train_loss:0.003929695607881694, vali_loss:0.0035956369851996707
epoch:10, train_loss:0.0039297060904741705, vali_loss:0.0035948427567465153
epoch:11, train_loss:0.003929678328637142, vali_loss:0.003595246965337726
epoch:12, train_loss:0.003940351092786934, vali_loss:0.003594954778940695
epoch:13, train_loss:0.003929703392573459, vali_loss:0.0035954002285901133
epoch:14, train_loss:0.003929703289003507, vali_loss:0.003585210531718776
epoch:15, train_loss:0.003929703976370211, vali_loss:0.0035955574448669194
epoch:16, train_loss:0.003929684357732696, vali_loss:0.0035924607487552323
epoch:17, train_loss:0.0039296549346588775, vali_loss:0.0035934638467740453
epoch:18, train_loss:0.0039296622067340106, vali_loss:0.0035428558933866625
epoch:19, train_loss:0.003929695120439865, vali_loss:0.003595249735055052
epoch:20, train_loss:0.003927335979816052, vali_loss:0.003590633605501168
epoch:21, train_loss:0.003929705822873528, vali_loss:0.003585503564888904
epoch:22, train_loss:0.003929703238679006, vali_loss:0.003518269866936162
epoch:23, train_loss:0.0039297055625451835, vali_loss:0.003594809535260525
epoch:24, train_loss:0.003929571937258085, vali_loss:0.0035953083894413214
epoch:25, train_loss:0.003929705056535071, vali_loss:0.0035873592487824526
epoch:26, train_loss:0.003929575563669992, vali_loss:0.0035952623436190023
epoch:27, train_loss:0.003929705399882135, vali_loss:0.0035942239006578228
epoch:28, train_loss:0.00392970053544057, vali_loss:0.0035928146061522366
epoch:29, train_loss:0.003929706121299189, vali_loss:0.0035953365849254707
epoch:30, train_loss:0.00392959848937616, vali_loss:0.003588986801596841
epoch:31, train_loss:0.00392970546026547, vali_loss:0.003559495588632575
