epoch:0, train_loss:0.0027094341977089496, vali_loss:0.0017181260585647788
epoch:1, train_loss:0.0019225170318585155, vali_loss:0.0015507984880129627
epoch:2, train_loss:0.0019324854070534275, vali_loss:0.0017251154904862722
epoch:3, train_loss:0.0019216625099345891, vali_loss:0.0015454567863064138
epoch:4, train_loss:0.0019198657641888682, vali_loss:0.001601815436823437
epoch:5, train_loss:0.0019061986523746669, vali_loss:0.0015866844498584843
epoch:6, train_loss:0.0018890277968905127, vali_loss:0.0015431910407642136
epoch:7, train_loss:0.001888014335486092, vali_loss:0.0015380901286754613
epoch:8, train_loss:0.0018684113449290267, vali_loss:0.0015263035578895001
epoch:9, train_loss:0.0018609686623072097, vali_loss:0.0015255533510823555
epoch:10, train_loss:0.0018626832097241742, vali_loss:0.0015011163671890524
epoch:11, train_loss:0.0018405692467830172, vali_loss:0.0015246819742410131
epoch:12, train_loss:0.0018444153536097975, vali_loss:0.0015184392020623468
epoch:13, train_loss:0.0018347918167041, vali_loss:0.00152221241517579
epoch:14, train_loss:0.001839788994846451, vali_loss:0.0015038836334077552
epoch:15, train_loss:0.0018347304613213391, vali_loss:0.0015082149386916382
epoch:16, train_loss:0.0018298801977302888, vali_loss:0.001475892447118755
epoch:17, train_loss:0.0018301056086095773, vali_loss:0.001533762501360168
epoch:18, train_loss:0.0018263683743042346, vali_loss:0.0014533113699424297
epoch:19, train_loss:0.0018256792565605007, vali_loss:0.0014684370932137917
epoch:20, train_loss:0.0018182826873976606, vali_loss:0.0015100866632285312
epoch:21, train_loss:0.0018191725758906238, vali_loss:0.001484642657529688
epoch:22, train_loss:0.001819917267068366, vali_loss:0.0015039362157180081
epoch:23, train_loss:0.0018217925485937009, vali_loss:0.0015131401374954014
epoch:24, train_loss:0.0018157413404346686, vali_loss:0.0015015628187729118
epoch:25, train_loss:0.0018215670307906856, vali_loss:0.0015008861221408902
epoch:26, train_loss:0.001814879034841908, vali_loss:0.0015075826157184425
epoch:27, train_loss:0.0018140794808766418, vali_loss:0.0015144354551291774
epoch:28, train_loss:0.0018219579847049332, vali_loss:0.001495351870219635
epoch:29, train_loss:0.0018206476849385498, vali_loss:0.0016134767911773031
epoch:30, train_loss:0.0018166361845816637, vali_loss:0.0015153443999924303
epoch:31, train_loss:0.001815888973140809, vali_loss:0.001521377554868545
