epoch:0, train_loss:0.03407029463806584, vali_loss:0.023257421252007287
epoch:1, train_loss:0.016253941936436325, vali_loss:0.02018847187476543
epoch:2, train_loss:0.015571840781306561, vali_loss:0.023125856610325474
epoch:3, train_loss:0.015904249418571662, vali_loss:0.022707939885246258
epoch:4, train_loss:0.014638512858744854, vali_loss:0.011994495376711711
epoch:5, train_loss:0.016708847341270976, vali_loss:0.02265176485525444
epoch:6, train_loss:0.01671990866732533, vali_loss:0.01837694796267897
epoch:7, train_loss:0.016737211132679546, vali_loss:0.01785865712251204
epoch:8, train_loss:0.01679014237127446, vali_loss:0.022702713128334533
epoch:9, train_loss:0.016770597258493163, vali_loss:0.02353486294547717
epoch:10, train_loss:0.016775969064138526, vali_loss:0.018354067190860707
epoch:11, train_loss:0.016790507212415554, vali_loss:0.022528397336524602
epoch:12, train_loss:0.016364853810116004, vali_loss:0.020425811652482178
epoch:13, train_loss:0.01672168842784371, vali_loss:0.02334739192156121
epoch:14, train_loss:0.016637463039772298, vali_loss:0.023474809665155288
epoch:15, train_loss:0.016786072667365752, vali_loss:0.01815397696918808
epoch:16, train_loss:0.01674321875431745, vali_loss:0.023426555873205263
epoch:17, train_loss:0.016342966125543732, vali_loss:0.02343200521621232
epoch:18, train_loss:0.01678778427035118, vali_loss:0.017199741763761267
epoch:19, train_loss:0.016788599757441822, vali_loss:0.01744568409534016
epoch:20, train_loss:0.01678748480061096, vali_loss:0.02317481047551458
epoch:21, train_loss:0.016763829351335656, vali_loss:0.017696970540176455
epoch:22, train_loss:0.016769058166224007, vali_loss:0.016541909989124786
epoch:23, train_loss:0.01674628563677498, vali_loss:0.02287180512212217
epoch:24, train_loss:0.016472802333457645, vali_loss:0.019557480079432327
epoch:25, train_loss:0.016786444930403377, vali_loss:0.020320007189487416
epoch:26, train_loss:0.01676160145927077, vali_loss:0.023432010881757986
epoch:27, train_loss:0.016755517984235597, vali_loss:0.020354235797033954
epoch:28, train_loss:0.01676315814984264, vali_loss:0.023299170502771933
epoch:29, train_loss:0.016779923381713722, vali_loss:0.018299024193159614
epoch:30, train_loss:0.016555067186765464, vali_loss:0.02352353309591611
epoch:31, train_loss:0.01678745533606091, vali_loss:0.023460893232064944
