epoch:0, train_loss:0.04263516032018554, vali_loss:0.010134738978065019
epoch:1, train_loss:0.010063770692042829, vali_loss:0.00978552651109307
epoch:2, train_loss:0.00973164071584851, vali_loss:0.009445351760535101
epoch:3, train_loss:0.009307718215558421, vali_loss:0.008910222507048664
epoch:4, train_loss:0.008633902691834575, vali_loss:0.007878504044908499
epoch:5, train_loss:0.007473874599311565, vali_loss:0.006406565329858235
epoch:6, train_loss:0.006518798147414506, vali_loss:0.005717632701686982
epoch:7, train_loss:0.005141511032355805, vali_loss:0.004050706084983956
epoch:8, train_loss:0.0049170435724653514, vali_loss:0.004219229200056621
epoch:9, train_loss:0.004797604492993961, vali_loss:0.003860413853544742
epoch:10, train_loss:0.0043012918164283195, vali_loss:0.0036762367942303953
epoch:11, train_loss:0.004124430096798561, vali_loss:0.003567740677681286
epoch:12, train_loss:0.004230882776028011, vali_loss:0.0036537703168245833
epoch:13, train_loss:0.004008248436391647, vali_loss:0.003569263178048589
epoch:14, train_loss:0.003768295474934536, vali_loss:0.0038628172166811836
epoch:15, train_loss:0.003927977061439065, vali_loss:0.005371780583768019
epoch:16, train_loss:0.00413914783335901, vali_loss:0.003821705266351013
epoch:17, train_loss:0.003968528748938015, vali_loss:0.005274627970980613
epoch:18, train_loss:0.003850675138265019, vali_loss:0.003594499072018412
epoch:19, train_loss:0.003870267352450073, vali_loss:0.003002324524978966
epoch:20, train_loss:0.003764323071005367, vali_loss:0.0033057024494545268
epoch:21, train_loss:0.003876161117691011, vali_loss:0.003376091506652301
epoch:22, train_loss:0.003866811768101139, vali_loss:0.004214855480573273
epoch:23, train_loss:0.0036750491692208896, vali_loss:0.0036144924415566493
epoch:24, train_loss:0.0037670026899361583, vali_loss:0.0035409976205430993
epoch:25, train_loss:0.003572053921053684, vali_loss:0.003673444895736923
epoch:26, train_loss:0.0037817233455355345, vali_loss:0.0032095176829898264
epoch:27, train_loss:0.0036037003485724765, vali_loss:0.003664020166719898
epoch:28, train_loss:0.003790002386549845, vali_loss:0.0038601939985320704
epoch:29, train_loss:0.0037030735054878307, vali_loss:0.0034548146585231215
epoch:30, train_loss:0.003523061584364141, vali_loss:0.0038397507996705826
epoch:31, train_loss:0.003672776897756507, vali_loss:0.003115629194196247
