epoch:0, train_loss:0.002890800982790338, vali_loss:0.0015477656126537253
epoch:1, train_loss:0.0019559011452551863, vali_loss:0.0017642187374804052
epoch:2, train_loss:0.0020101656987474587, vali_loss:0.0017384442527635167
epoch:3, train_loss:0.0019049826407360965, vali_loss:0.0015435443569283681
epoch:4, train_loss:0.0018971483630656771, vali_loss:0.0015334043632230113
epoch:5, train_loss:0.0018969024471015116, vali_loss:0.0015522417688491538
epoch:6, train_loss:0.0018870855416623328, vali_loss:0.0014993794649154342
epoch:7, train_loss:0.0018872220340526173, vali_loss:0.0015365460049696804
epoch:8, train_loss:0.001889365579516626, vali_loss:0.0015527383940095135
epoch:9, train_loss:0.0018828672504762405, vali_loss:0.001414746108471613
epoch:10, train_loss:0.0018779302050089225, vali_loss:0.001551927815363832
epoch:11, train_loss:0.0018582526699587269, vali_loss:0.0015204353352041486
epoch:12, train_loss:0.0018604239500311973, vali_loss:0.001507078985517952
epoch:13, train_loss:0.0018583477167855348, vali_loss:0.0015139677112948938
epoch:14, train_loss:0.0018591002676714597, vali_loss:0.0015405026894698564
epoch:15, train_loss:0.001892882068093096, vali_loss:0.0016174784379053074
epoch:16, train_loss:0.0018340422664360255, vali_loss:0.0015195153483476204
epoch:17, train_loss:0.0018467031405179587, vali_loss:0.0015058360987705573
epoch:18, train_loss:0.0018390233503505948, vali_loss:0.0015054317354112683
epoch:19, train_loss:0.0018277652186683673, vali_loss:0.0014981102213473955
epoch:20, train_loss:0.0018423040723838408, vali_loss:0.0015227595777385153
epoch:21, train_loss:0.0018430056028675807, vali_loss:0.0015122708153425125
epoch:22, train_loss:0.0018339837359385661, vali_loss:0.001513888266009207
epoch:23, train_loss:0.0018381060375222825, vali_loss:0.0015006807675840368
epoch:24, train_loss:0.0018404858839419622, vali_loss:0.0015113076534852064
epoch:25, train_loss:0.00184853007945736, vali_loss:0.0014776450199021312
epoch:26, train_loss:0.0018320834582540011, vali_loss:0.0015252903387031089
epoch:27, train_loss:0.0018373841214949934, vali_loss:0.0015169628417285052
epoch:28, train_loss:0.0018356215165833006, vali_loss:0.0015271324868640827
epoch:29, train_loss:0.0018413460052674347, vali_loss:0.0015052052244125382
epoch:30, train_loss:0.001831534918700222, vali_loss:0.0016690179537713098
epoch:31, train_loss:0.0018352248227178128, vali_loss:0.0015125288741938466
