epoch:0, train_loss:0.06084768699305453, vali_loss:0.010220981918142311
epoch:1, train_loss:0.009992772670400506, vali_loss:0.009757678793643467
epoch:2, train_loss:0.009390361678830733, vali_loss:0.009371130893539106
epoch:3, train_loss:0.009113891657385654, vali_loss:0.008547876450133376
epoch:4, train_loss:0.008048140887945794, vali_loss:0.007199260680603662
epoch:5, train_loss:0.006918861247209735, vali_loss:0.005539789654514087
epoch:6, train_loss:0.005870983006326273, vali_loss:0.004791716837124633
epoch:7, train_loss:0.00518889685679761, vali_loss:0.0040356423955277675
epoch:8, train_loss:0.004757162224168183, vali_loss:0.004744222020755322
epoch:9, train_loss:0.004591611956129782, vali_loss:0.0038662980784595546
epoch:10, train_loss:0.004269415119528401, vali_loss:0.0038336612404756515
epoch:11, train_loss:0.004474731850270222, vali_loss:0.003574525912491871
epoch:12, train_loss:0.004325113738967298, vali_loss:0.0036583251889429186
epoch:13, train_loss:0.004016986244472531, vali_loss:0.004161315672847975
epoch:14, train_loss:0.0040016423288385524, vali_loss:0.0032417771144537255
epoch:15, train_loss:0.004104027065138858, vali_loss:0.00415660202790085
epoch:16, train_loss:0.004153857934303735, vali_loss:0.003320022394681083
epoch:17, train_loss:0.004107283232519092, vali_loss:0.0032289345700909117
epoch:18, train_loss:0.00439817915308783, vali_loss:0.0040627427432419995
epoch:19, train_loss:0.0042563349648719, vali_loss:0.0034746606023483245
epoch:20, train_loss:0.004102211321941437, vali_loss:0.0032852942354760933
epoch:21, train_loss:0.0038120395351268536, vali_loss:0.0022107139271351378
epoch:22, train_loss:0.0038769284368252808, vali_loss:0.004893868307200526
epoch:23, train_loss:0.004115282226252773, vali_loss:0.002005175752856303
epoch:24, train_loss:0.0037097227976056303, vali_loss:0.003443326549521381
epoch:25, train_loss:0.004190632520413632, vali_loss:0.004449008111675669
epoch:26, train_loss:0.004062377504130288, vali_loss:0.003370849064335094
epoch:27, train_loss:0.003771607310886009, vali_loss:0.0032192573146728265
epoch:28, train_loss:0.0037916459925076322, vali_loss:0.003304859835874855
epoch:29, train_loss:0.0038183391151788188, vali_loss:0.0035800134896167685
epoch:30, train_loss:0.004032892404399624, vali_loss:0.003551140688484468
epoch:31, train_loss:0.003700726351608268, vali_loss:0.0032738697970801567
