epoch:0, train_loss:0.0027589950950012605, vali_loss:0.0016365169870998495
epoch:1, train_loss:0.0019509134787054042, vali_loss:0.001560058391903742
epoch:2, train_loss:0.001922894307319297, vali_loss:0.0015487788646938638
epoch:3, train_loss:0.0019039197080968906, vali_loss:0.001585384335283799
epoch:4, train_loss:0.0019068580182179276, vali_loss:0.0017237617009623835
epoch:5, train_loss:0.00191182860503733, vali_loss:0.0015453832150692157
epoch:6, train_loss:0.0018982141898576856, vali_loss:0.0015569652724549926
epoch:7, train_loss:0.0018918465772898043, vali_loss:0.0015385006570655744
epoch:8, train_loss:0.0018826054364739202, vali_loss:0.0015304304862533732
epoch:9, train_loss:0.0018778168411038509, vali_loss:0.0015550598482010312
epoch:10, train_loss:0.001877805932605177, vali_loss:0.0015274811948564513
epoch:11, train_loss:0.0018835328580903404, vali_loss:0.0015890304239851852
epoch:12, train_loss:0.0018733067302296861, vali_loss:0.0015288785436636178
epoch:13, train_loss:0.001867005475564222, vali_loss:0.0014993581851460757
epoch:14, train_loss:0.0018658478125840173, vali_loss:0.001532404953580296
epoch:15, train_loss:0.001847607935800324, vali_loss:0.0015433797203513676
epoch:16, train_loss:0.0018649636274318563, vali_loss:0.0016080067469514548
epoch:17, train_loss:0.0018499138516724911, vali_loss:0.0015237856773847643
epoch:18, train_loss:0.001861418036267294, vali_loss:0.0015202094694429364
epoch:19, train_loss:0.001856424342711047, vali_loss:0.0015286993661832709
epoch:20, train_loss:0.0018573130399476751, vali_loss:0.0015181929405886107
epoch:21, train_loss:0.0018531274028164026, vali_loss:0.0015237409777350526
epoch:22, train_loss:0.0018494692257867232, vali_loss:0.0015518937678559899
epoch:23, train_loss:0.0018524890120391875, vali_loss:0.001542563429953029
epoch:24, train_loss:0.0018418127201881916, vali_loss:0.0015208634990603268
epoch:25, train_loss:0.0018449504876275416, vali_loss:0.0015168323137913831
epoch:26, train_loss:0.0018428732613377263, vali_loss:0.00152284285717402
epoch:27, train_loss:0.001844572158806771, vali_loss:0.0015047466404212173
epoch:28, train_loss:0.0018399075222264047, vali_loss:0.00152606568984853
epoch:29, train_loss:0.001833744052443669, vali_loss:0.001516777714249866
epoch:30, train_loss:0.0018439348006668698, vali_loss:0.001509933614019806
epoch:31, train_loss:0.0018368277183399397, vali_loss:0.0015391429930997009
