epoch:0, train_loss:0.008066525426210346, vali_loss:0.003090899879849573
epoch:1, train_loss:0.003081436553863757, vali_loss:0.003092527894084416
epoch:2, train_loss:0.0030795512585966114, vali_loss:0.0030918927473278525
epoch:3, train_loss:0.0029603272382826146, vali_loss:0.003026656359489332
epoch:4, train_loss:0.0019587183847589056, vali_loss:0.0012554004002849133
epoch:5, train_loss:0.0014990756288614374, vali_loss:0.0011378213512110707
epoch:6, train_loss:0.0013608955686847093, vali_loss:0.001277252456210865
epoch:7, train_loss:0.0013074276684324202, vali_loss:0.0018038125036162265
epoch:8, train_loss:0.0012131935412544644, vali_loss:0.0010081840254220287
epoch:9, train_loss:0.0011240898241131933, vali_loss:0.0010610835770580177
epoch:10, train_loss:0.0011652719835075964, vali_loss:0.0011576145678318002
epoch:11, train_loss:0.0011624999620465444, vali_loss:0.0012139903493271261
epoch:12, train_loss:0.0011173576900327833, vali_loss:0.0009942020202277828
epoch:13, train_loss:0.0010958885975354288, vali_loss:0.0009538816261050839
epoch:14, train_loss:0.0011039071132485762, vali_loss:0.0009234840687980089
epoch:15, train_loss:0.0010951749014768998, vali_loss:0.0009398207719821289
epoch:16, train_loss:0.0010644711551743146, vali_loss:0.0009945407945620942
epoch:17, train_loss:0.0010710316868085266, vali_loss:0.0008851603340248361
epoch:18, train_loss:0.0010667615915216052, vali_loss:0.0009772380918273188
epoch:19, train_loss:0.0010445960154977973, vali_loss:0.0010166301109472632
epoch:20, train_loss:0.0010668913844025833, vali_loss:0.0010450501296851821
epoch:21, train_loss:0.0010661291033322122, vali_loss:0.0009045651481861823
epoch:22, train_loss:0.0010246913591564037, vali_loss:0.0009555465431667683
epoch:23, train_loss:0.0010386079686250489, vali_loss:0.0009067683645087019
epoch:24, train_loss:0.001052051816539687, vali_loss:0.0009399057082223302
epoch:25, train_loss:0.0010013725470867918, vali_loss:0.0009195406230658189
epoch:26, train_loss:0.0010328159559401936, vali_loss:0.0008869808752960188
epoch:27, train_loss:0.0010299036085809267, vali_loss:0.0010229116518646977
epoch:28, train_loss:0.0010076290791113589, vali_loss:0.0012635554768447162
epoch:29, train_loss:0.0009980032323887503, vali_loss:0.0009640794049880432
epoch:30, train_loss:0.0010137080451135547, vali_loss:0.0009755320148214683
epoch:31, train_loss:0.0009790662412954862, vali_loss:0.0015223246638639508
