epoch:0, train_loss:0.002341136731177044, vali_loss:0.0016092308770136075
epoch:1, train_loss:0.0014197334971003297, vali_loss:0.0016313412493321067
epoch:2, train_loss:0.001408165302430131, vali_loss:0.0015867502053086191
epoch:3, train_loss:0.001399316795412339, vali_loss:0.0016212807982209003
epoch:4, train_loss:0.0014064891537593637, vali_loss:0.0016105769972817594
epoch:5, train_loss:0.001395456742456089, vali_loss:0.0015931366730288382
epoch:6, train_loss:0.001397799427679288, vali_loss:0.0015910954278201405
epoch:7, train_loss:0.0013940092017200101, vali_loss:0.0015949085642013845
epoch:8, train_loss:0.0013890923901117738, vali_loss:0.0015871415316108422
epoch:9, train_loss:0.0013899052860024707, vali_loss:0.0015587249858400266
epoch:10, train_loss:0.0013853035699760985, vali_loss:0.0015343580157229067
epoch:11, train_loss:0.0013878343733603393, vali_loss:0.0016003651496310038
epoch:12, train_loss:0.001376116794974545, vali_loss:0.0015158788877656626
epoch:13, train_loss:0.0013776243900491454, vali_loss:0.0015240380596509553
epoch:14, train_loss:0.0013755757072311256, vali_loss:0.0015706971887419442
epoch:15, train_loss:0.0013705413247452238, vali_loss:0.0015341885957610444
epoch:16, train_loss:0.0013659624886132936, vali_loss:0.0015641761531156604
epoch:17, train_loss:0.001364448742923195, vali_loss:0.0015031951313306177
epoch:18, train_loss:0.0013713094778667924, vali_loss:0.0015964576978969721
epoch:19, train_loss:0.0013639491905216342, vali_loss:0.0015612208152923355
epoch:20, train_loss:0.0013645703934027189, vali_loss:0.001527782494060676
epoch:21, train_loss:0.0013643424334251987, vali_loss:0.0015390356689695046
epoch:22, train_loss:0.0013601365061322126, vali_loss:0.0015115990783287042
epoch:23, train_loss:0.001361184234346219, vali_loss:0.001521805117987324
epoch:24, train_loss:0.0013597554517131316, vali_loss:0.0015136997642816584
epoch:25, train_loss:0.0013635403526631447, vali_loss:0.0015670679998387148
epoch:26, train_loss:0.0013579858025958413, vali_loss:0.0015148854936136956
epoch:27, train_loss:0.0013597370350517505, vali_loss:0.001531609701405409
epoch:28, train_loss:0.0013555576752568535, vali_loss:0.0015262667560942045
epoch:29, train_loss:0.0013671742341846154, vali_loss:0.0015702006230161427
epoch:30, train_loss:0.0013670488643667594, vali_loss:0.0016041230169629077
epoch:31, train_loss:0.0013790233163982056, vali_loss:0.001598406047986985
