epoch:0, train_loss:0.002833930377838983, vali_loss:0.0016488736697703225
epoch:1, train_loss:0.001918946351182649, vali_loss:0.0015846205512319172
epoch:2, train_loss:0.0019111572158920936, vali_loss:0.0015560764596207614
epoch:3, train_loss:0.0018965230288118028, vali_loss:0.001666056074631902
epoch:4, train_loss:0.0018898415122404475, vali_loss:0.0015423704515202328
epoch:5, train_loss:0.001883844902797458, vali_loss:0.0015288473930223307
epoch:6, train_loss:0.0018826600994679115, vali_loss:0.0015428265285803578
epoch:7, train_loss:0.0018907372781485283, vali_loss:0.0015414648281875999
epoch:8, train_loss:0.001879099444502486, vali_loss:0.0016523604297617566
epoch:9, train_loss:0.0018745470918786794, vali_loss:0.0015257953352724703
epoch:10, train_loss:0.0018714363667213783, vali_loss:0.001511357323705362
epoch:11, train_loss:0.0018736667039953286, vali_loss:0.0015042839220908578
epoch:12, train_loss:0.0018613803395396316, vali_loss:0.0015017072148531532
epoch:13, train_loss:0.0018794437935606527, vali_loss:0.0015474703146677571
epoch:14, train_loss:0.0018767543888884028, vali_loss:0.0015593546034394351
epoch:15, train_loss:0.0018746412539444983, vali_loss:0.0015363359523829646
epoch:16, train_loss:0.0018721242189578392, vali_loss:0.0016167933245574554
epoch:17, train_loss:0.00185850805560619, vali_loss:0.001533565302032422
epoch:18, train_loss:0.001855628852018639, vali_loss:0.0015148200098897527
epoch:19, train_loss:0.0018457680233602072, vali_loss:0.0015222667990131484
epoch:20, train_loss:0.001849110020974825, vali_loss:0.0015153867371107202
epoch:21, train_loss:0.001840403414111127, vali_loss:0.001560399865299517
epoch:22, train_loss:0.0018433123185263496, vali_loss:0.0015137642752961256
epoch:23, train_loss:0.001841223833583274, vali_loss:0.0015109088794605877
epoch:24, train_loss:0.0018396241174148365, vali_loss:0.0015052336114772167
epoch:25, train_loss:0.001840204784826146, vali_loss:0.0014818511908882871
epoch:26, train_loss:0.0018217298239365247, vali_loss:0.0015016890838943744
epoch:27, train_loss:0.0018335004380165667, vali_loss:0.0015139377141447487
epoch:28, train_loss:0.0018380152686510187, vali_loss:0.001502882516965306
epoch:29, train_loss:0.0018393278111369796, vali_loss:0.001519378475495614
epoch:30, train_loss:0.0018407436476044216, vali_loss:0.0014940456788910803
epoch:31, train_loss:0.0018343685176041512, vali_loss:0.0015192340597842793
