epoch:0, train_loss:0.0028295944552562693, vali_loss:0.0017156438668909967
epoch:1, train_loss:0.001981667355194758, vali_loss:0.00176048301317888
epoch:2, train_loss:0.001988624815502512, vali_loss:0.0016752454927462588
epoch:3, train_loss:0.0019403787406622125, vali_loss:0.001617241462967146
epoch:4, train_loss:0.0019418932671624615, vali_loss:0.001552758580594225
epoch:5, train_loss:0.0019174304091364592, vali_loss:0.0015406576213605988
epoch:6, train_loss:0.001915501260750004, vali_loss:0.0015401242157587639
epoch:7, train_loss:0.001870156605156448, vali_loss:0.0015341819275188474
epoch:8, train_loss:0.001882810328745605, vali_loss:0.0015383330301959248
epoch:9, train_loss:0.0018759311478491682, vali_loss:0.0015019591806496744
epoch:10, train_loss:0.001857359007342327, vali_loss:0.001512198814284952
epoch:11, train_loss:0.0018314562064279628, vali_loss:0.001320121139836444
epoch:12, train_loss:0.0018410119960273774, vali_loss:0.001508653006021632
epoch:13, train_loss:0.0018366968760068234, vali_loss:0.0015060990713838972
epoch:14, train_loss:0.001820832715836177, vali_loss:0.0015211462406463957
epoch:15, train_loss:0.00182956345166246, vali_loss:0.00151153434187738
epoch:16, train_loss:0.0018362509765943282, vali_loss:0.0015143126150808082
epoch:17, train_loss:0.0018264156141719627, vali_loss:0.0015155967398291419
epoch:18, train_loss:0.001822941175713465, vali_loss:0.001506412188413938
epoch:19, train_loss:0.0018284974703611928, vali_loss:0.0015080209203565923
epoch:20, train_loss:0.0018182509787306944, vali_loss:0.0015120668162965627
epoch:21, train_loss:0.0018235341149586272, vali_loss:0.0015045268720803927
epoch:22, train_loss:0.001824994084349813, vali_loss:0.0015056068806958277
epoch:23, train_loss:0.0018195493411353617, vali_loss:0.0015157396076504552
epoch:24, train_loss:0.0018200198056380506, vali_loss:0.0015365789226892117
epoch:25, train_loss:0.0018238178427325501, vali_loss:0.0015142318801596188
epoch:26, train_loss:0.0018204900772754425, vali_loss:0.001498010296983501
epoch:27, train_loss:0.0018224484089136954, vali_loss:0.0015028519697527652
epoch:28, train_loss:0.0018317891681817419, vali_loss:0.001505386553673396
epoch:29, train_loss:0.0018144433539300149, vali_loss:0.0014884415866198162
epoch:30, train_loss:0.0018214350150870897, vali_loss:0.0014984497174737044
epoch:31, train_loss:0.001812173427671818, vali_loss:0.0014928422103156873
